Num_Col_0,Num_Col_1,Num_Col_2,Num_Col_3,Num_Col_4,Num_Col_5,Num_Col_6,Num_Col_7,Num_Col_8,Num_Col_9,Num_Col_10,Num_Col_11,Num_Col_12,Num_Col_13,Num_Col_14,Num_Col_15,Num_Col_16,Num_Col_17,Num_Col_18,Num_Col_19,Num_Col_20,Num_Col_21,Num_Col_22,Num_Col_23,Num_Col_24,Num_Col_25,Num_Col_26,Num_Col_27,Num_Col_28,Num_Col_29,Num_Col_30,Num_Col_31,Num_Col_32,Num_Col_33,Num_Col_34,Num_Col_35,Num_Col_36,Num_Col_37,Num_Col_38,Num_Col_39,Num_Col_40,Num_Col_41,Num_Col_42,Num_Col_43,Num_Col_44,Num_Col_45,Num_Col_46,Num_Col_47,Num_Col_48,Num_Col_49,Num_Col_50,Num_Col_51,Num_Col_52,Num_Col_53,Num_Col_54,Num_Col_55,Num_Col_56,Num_Col_57,Num_Col_58,Num_Col_59,Num_Col_60,Num_Col_61,Num_Col_62,Num_Col_63,Num_Col_64,Num_Col_65,Num_Col_66,Num_Col_67,Num_Col_68,Num_Col_69,Num_Col_70,Num_Col_71,Num_Col_72,Num_Col_73,Num_Col_74,Num_Col_75,Num_Col_76,Num_Col_77,Num_Col_78,Num_Col_79,Num_Col_80,Num_Col_81,Num_Col_82,Num_Col_83,Num_Col_84,Num_Col_85,Num_Col_86,Num_Col_87,Num_Col_88,Num_Col_89,Num_Col_90,Num_Col_91,Num_Col_92,Num_Col_93,Num_Col_94,Num_Col_95,Num_Col_96,Num_Col_97,Num_Col_98,Num_Col_99,Cat_Col_100,Cat_Col_101,Cat_Col_102,Cat_Col_103,Cat_Col_104,Cat_Col_105,Cat_Col_106,Cat_Col_107,Cat_Col_108,Cat_Col_109,Cat_Col_110,Cat_Col_111,Cat_Col_112,Cat_Col_113,Cat_Col_114,Cat_Col_115,Cat_Col_116,Cat_Col_117,Cat_Col_118,Cat_Col_119,Cat_Col_120,Cat_Col_121,Cat_Col_122,Cat_Col_123,Cat_Col_124,Cat_Col_125,Cat_Col_126,Cat_Col_127,Label
0.291303396,0.402823269,0.25641343,0.394532949,0.76195997,0.728019178,0.449917644,0.427464187,0.336908698,0.710538447,0.366958886,0.271851033,0.283346862,0.826760769,0.40492627,0.544596255,,0.851486087,0.278707296,0.670619428,0.497171283,0.376905322,6734.51416,0.767979324,0.113288984,0.832385004,0.297324806,6775.894531,,0.284458131,0.464111745,0.290379256,0.120926753,7708.119141,0.862240255,0.790400743,0.485589236,0.280845821,0.417139262,0.121610165,0.301482618,0.459371984,,0.599607646,0.528597176,0.122110561,,0.288308263,,0.507466555,0.418755621,0.805398643,0.700712383,0.310365647,0.549218833,0.174967974,7745.244629,0.486161858,0.834599376,0.792295039,0.471658558,0.16192241,0.528780699,0.51278317,0.76907438,0.26468727,0.481301904,0.73085767,0.257203877,0.755227208,0.55143553,0.62305218,0.544739127,,0.59897548,0.350720972,0.540014505,0.157384291,0.448421925,,,0.685441613,0.394541502,0.479774982,0.187478796,0.194486752,0.638553739,0.28250438,0.351215541,,0.899899542,0.798073232,0.345832825,0.410500795,0.233084545,0.463594556,,0.696827292,0.647082031,0.226975173,2,,2,1,3,1,2,,3,3,0,0,0,1,0,0,,1,0,0,1,1,0,1,0,1,0,1,3
0.456607461,0.406968296,,0.159122184,0.627133787,0.562852383,0.595252037,0.433504522,0.317752182,0.409322679,0.549824953,0.830019593,0.17287007,0.737438738,0.802338719,0.560084939,,0.224516228,0.804212272,0.237368032,0.398973018,0.749364555,5699.322266,0.285290748,0.37763688,0.850109279,0.295200646,1100.735474,0.463262647,0.983357847,0.388735384,0.656058371,0.394065827,4114.623535,0.271499306,0.708994567,0.381427735,0.567804992,0.454976559,0.691037655,0.481237918,0.391653776,,0.595597506,0.397539586,0.371675402,0.519675314,,0.502464771,0.527865887,0,0.220033929,0.794496775,0.066546693,0.759432316,0.367453545,8612.732422,,0.69345206,0.834547579,0.516069233,0.351255774,0.885125339,0.081704862,0.363371402,,0.111439332,0.111601986,0.102102123,0.888578773,0.875464678,0.830929458,0.410825223,0.323546827,0.926714182,0.80599606,0.85344857,0.513525248,0.677464068,0.803109944,0.752390623,0.295336008,0.550871909,,,0.638061821,0.560500979,0.665109932,0.735718369,0.515930831,0.410604089,0.400225818,0.525785625,0.793016851,,0.565512478,0.124232948,0.075306632,0.651655912,0.660351872,0,0,0,1,3,1,1,0,2,3,0,,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,9
0.687651634,0.505079329,0.846787453,0.909643292,,0.162731931,0.650075197,0.236050129,0.747870207,0.673286915,0.732571542,0.365924895,0.798175156,0.851674378,0.510133207,0.516578555,,0.472423166,0.742473066,0.32468465,0.426525861,0.275516629,2647.855469,0.695277333,0.892363966,0.583507955,0.115836918,4948.716797,0.198286399,0.578836858,0.136734903,0.743768632,0.776194096,1137.366089,0.116883636,0.217368469,0.689705133,0.747067213,0.606319129,,0.644806027,0.518655598,0.291781604,0.342498124,0.398566753,0.896977663,,0.856004596,0.634976327,0.094459042,0.398153722,0.560896575,0.596091151,0.522320449,0.09819755,0.642871439,4142.371094,0.820788383,0.446148396,0.810336649,0.563794434,0.709834933,0.395788878,0.158767357,0.587900817,,0.610943079,0.837114096,0.617256999,0.752645314,0.729549646,0.497982264,0.906318367,0.692569137,0.702811658,0.443840325,0.089210659,0.700769126,0.577696681,0.14596881,0.715576828,0.351856142,0.861262321,0.447871447,0.233281404,0.149320513,0.496649176,0.923603773,0.755008996,0.442872494,0.557620943,0.46084848,0.75414443,0.332172304,0.735608757,0.468361795,0.723270714,0.625612199,0.889058113,0.607632399,1,2,4,2,3,2,1,1,3,4,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,,8
,0.490251958,0.257296294,0.181608796,0.835198104,0.592970431,0.374087393,0.397925645,0.194437549,0.158036739,0.809187293,0.314473957,0.604277074,0.364090115,0.487095892,0.59892261,0.885611296,0.412331849,0.786680937,0.431562513,0.336837888,,1890.47644,0.764810145,0.519004166,0.73288089,0.485113502,5382.01709,0.505978048,0.724150598,0.85497129,0.534183562,0.536771536,8037.827637,0.471578926,,0.228043646,,0.820516586,,0.16899623,0.140861228,0.463374525,0.479724854,0.757745326,0.531353414,0.872235179,,0.730438709,0.765931726,0.138076305,0.335699648,0.393927306,0.454285651,0.231513143,0.578571975,5734.812012,0.628996372,0.699041188,0.592537224,0.142993674,0.496234,0.673972964,0.294017643,0.495556682,0.71129936,,0.490886748,0.296342432,0.766611397,0.570134282,0.11299058,0.73520267,0.3654176,0.487624437,0.126641124,,0.504424632,0.574040115,0.543798745,0.238895088,0.498779267,0.348357439,0.071133837,0.383841068,0.368112415,0.481537372,0.537923038,0.557543695,0.345597148,0.322424531,0.510704458,0.138640136,0.18731451,0.651959658,0.338100433,0.588547528,0.510224521,0.328943938,0.660038471,2,2,1,1,2,3,1,4,3,2,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,2
0.202591702,0.501827478,,0.353369415,0.624433994,0.719699681,0.487450898,0.053179208,0.475921988,0.523834646,0.112233587,0.516624749,,0.763345599,,0.235178843,0.256605417,0.255241603,0.490257829,0.874501109,0.760309398,,4431.780762,,0.219291329,0.672415018,0.374644339,10000,,0.303732604,0.449173957,0.859422565,0.39195174,,0.691309035,0.799213111,0.592148185,0.054378394,0.128115088,0.35912469,0.20042479,0.189335927,0.901229799,0.216743633,0.697215259,0.545053065,0.219069049,,0.749656379,,,0.724433184,0.423941165,0.966303885,,0.492030442,2070.226074,0.673107147,0.597333074,,0.578627706,0.256283432,0.141786486,,0.634995699,0.31260547,0.960897505,0.643750131,0.1475669,0.190057293,0.125627398,0.477902651,0.848943055,0.610920608,0.529063225,0.26675576,0.018171335,0.425679624,0.629240394,,0.922566354,0.362351418,0.667714536,0.640547037,0.152986288,0.199698001,0.472986609,0.646029115,,,0.668009043,0.78542608,,0.616136253,0.806911051,0.344377518,0.605970263,0.565286934,0.122468531,0.218702093,3,1,1,2,4,0,2,,,1,,,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,5
0.38776347,0.404291034,0.652140915,0.511058867,0.465346754,0.53748095,0.924129665,,0.688681602,0.339302689,0.678871334,0.898031116,0.749729216,0.159145772,0.697826803,0.358315915,0.513803661,0.47221455,0.574361324,0.372958928,0.886932313,0.723431528,4808.445801,,0.668248892,0.045843568,0.400550514,4252.799805,0.14442049,0.361815661,0.174574777,0.79766804,0.563905716,4102.725098,0.369131863,0.621320009,0.855233788,0.574625075,0.424518675,0.230061054,0.524083018,0.89747268,0.043065656,,0.505515635,0.639010489,0.242528021,0.137149006,,0.355898261,0.880023122,0.077335946,0.627589047,0.327077001,0.325972706,0.825364172,5027.736328,0.60699147,0.581902027,0.753793061,0.954464853,0.874869943,,0.879568994,0.042967297,0.151762262,0.654955983,0.375872195,0.873876512,0.162060022,0.616421521,0.574928761,,0.553404391,,0.766040266,0.665992141,,,0.338109106,0.706230342,0.512935996,0.830934405,0.58354491,0.351196587,0.381274968,0.877091646,0.575325668,0.374510616,0.889989913,0.793813944,0.288226038,,0.758447528,0.570083678,0.717686951,0.782503724,,0.544756889,0.203325406,1,,2,4,2,0,,1,3,,1,0,,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
0.389511079,0.430021584,,0.49846679,0.495745659,0.599458873,0.852948427,0.908667743,0.619805157,0.28893581,0.689376712,0.902594566,0.723954797,0.140852198,0.684014559,0.362069309,,0.464086622,0.537720799,0.416537523,0.913054883,0.777903855,5118.858887,0.645388901,0.606255054,0.10705933,0.353214115,,0.131501719,0.363969356,0.208041295,0.718329906,0.515203595,4732.73291,0.388613462,0.591493607,0.843566597,0.511013806,,0.242351368,0.475272089,0.837733686,0.075328931,0.491542935,0.557783782,0.567515016,0.314992011,0.15390715,0.524927974,0.388279647,0.82646054,0.075675473,0.676496387,,0.269180536,0.7441383,5000.299316,0.620162427,0.594971359,0.767459035,0.906609774,0.895960152,0.725584567,,0.087779731,,,0.400983036,0.80689168,0.184102923,0.627641499,0.503272593,0.106207103,0.530305445,0.145778596,0.675527573,,0.874912918,0.93772614,0.389263093,0.713864267,0.540017664,0.779487073,0.55667609,0.356971085,0.399578333,0.933255613,0.605914593,,,0.815659165,,,0.726054609,,,0.768118739,0.483507425,0.531507134,0.224274725,2,2,,4,3,0,0,2,4,0,1,0,1,0,0,0,1,1,0,1,0,1,,0,1,1,0,0,1
0.68748641,0.482261777,0.891339064,0.895047128,0.570264697,0.095016636,0.591301799,0.200370312,0.77256602,0.803335249,0.712005377,,0.818570197,0.935273349,0.467971593,0.481064916,0.060858089,0.478019804,0.683941424,0.396966875,0.449329942,0.189811766,2454.524414,0.671196461,0.85933429,0.610447049,0.181179881,4146.796387,0.122959852,0.620615184,0.11161045,0.750694871,0.841482759,1371.630127,0.154344618,0.302468061,0.741592467,0.856516719,0.60330236,0.816236556,0.730598092,0.621586621,,,0.449111223,0.86762166,0.078943424,0.78884542,,0.126963213,0.422592342,,0.567065954,0.460203171,0.170658201,0.602119207,4085.822998,0.880327642,0.386031449,,0.619213998,0.619977534,,0.110077761,0.545588076,0.446774453,0.556390047,0.792872667,0.607749939,0.699943244,0.776118875,,0.870147467,0.684173763,0.765497446,0.452012569,0.144156784,0.579797328,0.634982526,0.156724095,,0.31764099,0.862885714,0.532770455,0.26300934,0.183544576,0.42503795,0.832609892,0.875649571,0.416299462,0.531601012,0.409157783,0.72973299,0.352931738,,0.530443728,0.73670727,0.683052182,0.914644718,0.686199784,1,2,4,2,3,2,2,1,,4,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,8
0.700508356,0.503780663,0.879150689,0.88179487,0.566368282,0.105728902,,,0.753359616,,0.744948864,0.343962312,0.824681163,0.870755911,0.506373703,0.494126469,0.106496632,0.453467518,,0.37471965,0.447563201,,2178.112305,0.677275479,0.875334799,0.58169657,0.172345862,4374.850586,0.159440428,0.638191342,0.12933737,0.78245163,0.841404438,1192.87915,0.120797575,0.266764939,0.729060352,0.829042435,0.627645135,0.838679194,0.683206618,,0.325017035,0.403254837,0.446620852,0.89657259,0.084166124,0.827995479,0.686493754,0.126922995,,0.59559691,,0.481011003,0.128983557,0.638581097,4158.008789,0.87983495,,0.74997288,0.59722048,0.661572456,0.407629341,0.129897654,,,0.587445319,0.785245001,0.607786179,0.703058779,0.755294561,0.557449758,0.868435264,0.669453144,,0.45445171,0.138773456,0.633041322,0.649397612,0.128248811,0.701777637,0.295041233,0.885062158,0.489027411,0.249935821,0.1736743,0.445531338,0.871837854,0.84781599,0.456920654,,0.410796374,0.722746253,0.363085836,0.658478677,0.507721722,0.740374804,0.633830845,0.86855495,0.671833456,1,2,4,2,3,2,2,1,3,4,,0,1,1,1,0,1,0,1,1,1,1,,,,0,1,1,8
0.114463337,0.84938252,0.369368106,0.233943194,0.507406175,0.477284342,0.104031213,0.22459276,0.920748413,0.526731968,0.774434805,,0.244609803,0.784168661,0.059859488,0.783486009,0.454215497,0.269178808,,0.647308469,0.545924664,0.632359028,5949.867188,0.717368126,0.455776304,0.573126137,0.472042829,,0.190576762,0.645073414,0.423873544,0.434702337,0.808877647,7663.380859,0.786093235,0.392400563,0.836768329,0.661139131,0.393502176,0.423358172,0.322123587,0.867641687,0.473205894,,0.60860765,0.367337614,0.643839598,0.364512503,0.423557788,0.667330384,0.353209913,0.557224751,0.941123545,0.413681746,0.721380174,0.454046667,4275.652344,0.738402486,,0.166463271,0.29799363,,0.498231053,0.46543929,0.292058229,,0.786770642,0.627759516,0.186374962,0.556645036,0.426551849,0.79212749,0.778873742,0.374727666,,0.180242509,0.292789459,0.533634365,0.528465033,0.85913831,0.717260361,0.654473782,,0.557033002,,0.73415488,0.488758445,0.470862895,0.442612857,0.801322401,0.386621863,0.058257647,,0.610806525,0.843420386,0.092342049,0.813644707,0.625543952,0.738073528,0.907647431,4,4,0,0,4,3,4,1,3,3,1,,,0,1,1,,1,,0,0,,1,0,1,0,1,1,4
0.409513384,0.428482711,0.659125626,0.494761586,,0.606245816,0.834926009,,0.644385219,0.280414045,0.679056764,0.845659435,0.741330564,0.140999958,0.627616525,0.362080902,0.568254709,0.446934253,0.563077033,0.410119563,0.884659827,0.756872773,4895.676758,0.669063807,0.650507271,0.103297152,0.383017421,4876.907227,0.183603466,0.327465951,0.260731727,0.72021246,0.542030394,4768.531738,0.410261512,0.534357846,0.804670751,0.491704524,0.433432728,,0.46119833,0.804195821,0.116298556,0.450903147,0.569301784,0.611846745,0.325064033,0.188439071,0.506784141,0.40990448,0.832862198,0.080866538,0.624433339,0.434067696,0.255701929,0.790463924,4296.791992,0.597593606,0.570371449,0.738300145,0.860366881,0.898854375,,0.907526553,0.110319085,0.241031006,0.727858663,0.435419768,0.823238611,0.171005875,0.571778238,0.45486182,0.177404776,0.518775761,0.10658785,0.614629388,0.553403676,0.888626635,,0.369821578,0.662977457,0.578378618,0.734104812,0.520751774,,0.392877787,0.892508984,0.606426537,0.315939784,0.870428681,0.766547799,0.314802974,0.852278113,0.661157966,0.69951719,,,0.533943594,0.510682523,0.230821833,,3,2,,3,1,0,2,4,,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
0.386784047,0.384385794,0.366626203,0.487745553,0.749556124,,0.449670464,0.420100123,0.346723616,0.707600534,0.408757418,0.209325805,0.408147007,0.795187056,0.3724145,0.514271498,0.452365488,0.861831427,0.319711834,,0.50677377,0.331397384,6237.992188,0.805552423,0.206614256,0.810973644,,7216.649414,0.15382883,0.243814662,0.468695045,0.274525017,0.169815972,7661.937988,0.808664858,0.681048095,0.485559076,0.304061651,0.46541822,,0.339873463,0.44534266,0.421114892,0.520869434,,0.194276094,0.657527387,0.318198413,0.837354362,0.477923393,0.436442554,,0.651968598,0.380855173,0.420001775,0.2135344,6887.505859,0.510948837,0.766518116,0.796612859,,0.259104103,0.456083775,0.518185258,,0.292353004,,0.79898572,0.343755454,0.735927761,0.572063208,0.52001363,0.61391753,0.822413564,0.556054175,0.271732897,0.443214774,0.214124888,0.432922959,0.807975948,0.785360336,0.714106798,0.409898251,,0.16086331,0.15476343,0.650311351,0.337311029,0.36548087,0.196904808,0.887985289,,0.379355043,0.30085507,0.310804814,0.452988088,0.700606942,0.78243196,0.675028682,0.24464047,2,4,2,1,3,1,2,3,3,3,0,0,0,1,,0,,1,1,0,1,1,0,,0,,0,1,3
0.488445848,0.074077047,0.460728735,0.32347995,0.335952312,0.856394291,0.392571568,0.385811806,0.478502095,0.750399113,,0.520493925,0.410717726,0.801073253,0.260281056,0.148822963,0.37697801,0.207942009,0.646690786,0.393286765,0.743962526,0.769193947,9143.192383,0.17926538,0.495059997,0.848991752,0.392223746,2107.208008,0.322331131,0.385099292,0.467985332,0.220948771,0.370324194,6927.930664,0.582153559,,0.388831109,0.459210604,0.081973039,0.47766608,0.889040411,0.669784248,0.337968141,0.142133236,0.687194049,0.24961184,0.547300398,0.446175545,0.536943197,0.680459142,0.289663553,0.186783567,0.653138697,0.459560752,0.721030176,0.295868725,1448.616821,0.425026447,0.123074934,0.681524277,,0.550654709,0.271027237,0.427207828,0.441593021,0.898397386,0.177190885,0.229312763,0.446775973,,0.872906506,0.771396816,0.563183784,,0.597667098,0.379848272,0.480945349,0.571637809,0.426574141,0.907556236,0.673897207,0.937146723,0.092246205,0.881357312,0.914088786,0.860422552,0.672691524,0.524362743,0.595000505,0.294283479,0.397336453,0.346361041,,0.360180944,0.740437627,0.625846267,0.07570339,0.850732684,0.879995763,0.629558206,3,,2,0,2,4,2,0,2,2,1,1,0,1,1,1,1,1,1,0,0,1,,1,1,,0,,7
,0.434452713,0.208047643,0.238462672,0.701444149,0.520289183,,0.443644345,0.359544396,0.476229459,0.495199561,0.831197917,0.237148568,0.717597187,0.829616189,0.477041453,0.394671619,0.288909674,0.685117602,0.408813059,0.54123795,0.702567399,5119.347168,0.318524033,0.307756215,0.737561107,,2588.4646,0.381082237,0.877682447,0.288060933,,,3013.124756,0.323035657,0.835821927,,0.541890204,0.420318455,0.567434907,0.45628047,0.459437609,0.274350405,0.616821826,0.448960185,0.39938274,0.382522374,0.71291697,0.610885561,0.459998637,0.24104768,0.351981878,,0.149446324,0.665320337,0.386546612,,0.684219778,0.707809329,0.861802578,,0.32706067,0.807970405,0.243012398,0.340106905,,0.28884384,,0.156049639,0.694877863,0.775878608,0.843673944,0.350645572,,0.859548807,0.813848615,0.782944024,0.455678403,0.806713283,0.695891201,0.857746065,0.206397519,0.723460555,0.676694572,0.502686322,0.501564026,0.576923907,0.627298355,0.726487637,0.62742734,0.5609653,0.455726981,0.514324367,0.87346524,,0.59906745,0.291235805,0.123630196,0.542601466,0.530795932,0,0,0,2,3,0,1,1,2,2,0,1,1,0,,,0,1,0,0,0,,1,1,0,0,0,1,9
0.317508101,0.470244944,0.356196821,0.471503824,0.737231672,0.666485429,0.422901422,0.371605039,0.42673102,0.701295853,0.437411964,0.16491732,0.363483518,0.822488606,0.313110381,0.596259415,0.462081909,0.883910239,,0.684277058,0.453735322,,5948.116699,0.889681876,0.208297506,0.778003097,0.302146375,7489.745605,,0.223976001,0.486228019,0.304837435,0.208982781,7633.901367,0.876300395,0.652375519,0.510665953,,0.466783583,0.147018,0.255712628,0.4505409,0.462522686,,0.530912459,0.223652512,0.662131131,0.311696559,0.802562535,0.476757675,0.464701951,0.867729068,0.65794009,0.408814788,0.450024009,0.256542176,6978.291992,0.508388281,0.833877027,0.731875002,0.39254868,0.20373024,0.466308594,0.522299409,0.808863938,,0.599620998,0.878911018,0.315903127,0.75925076,0.459586233,0.525581181,0.674402595,0.868938804,0.529465139,0.237303883,0.393220574,0.193532377,0.39785713,0.814287126,0.788972855,,0.391742885,0.386090249,0.112687089,0.116759464,0.594368696,0.308723897,0.313419849,0.222819269,0.880561054,0.797310889,0.321709901,0.308481991,0.327095628,0.392034948,0.796629906,0.784260154,0.648005724,0.24081251,2,4,2,1,3,,2,3,3,3,,0,0,1,0,0,1,0,1,0,1,1,0,,0,1,0,1,3
0.681125462,0.464760423,0.899567544,0.910542607,0.452583402,0.097946368,0.705719531,0.234100461,0.850855887,0.756107569,0.697639704,0.32773155,0.833934665,0.884661019,0.477483064,0.494067103,,0.466344059,0.77308172,0.293234348,0.405713588,0.202196434,2334.702148,0.70447892,0.972200572,0.510457039,0.204982251,4662.236816,0.221148059,0.552162826,0.119562618,,0.854194343,584.8105469,0.12819697,0.251056492,0.70077014,0.825061917,0.562642634,0.799263299,0.718038738,,0.285639346,,0.362272203,0.98227644,,0.818129003,0.599527597,0.085102312,0.480316401,0.572862864,0.513685882,0.502425313,0.183982044,0.747633874,3651.117188,0.798906744,0.395593256,0.756178617,0.619276345,0.672517538,0.424081475,0.127906993,0.529240966,0.460626811,0.556977391,0.807171166,0.703958094,0.686185181,0.694486558,0.588786781,0.870429039,0.701505005,0.664754987,0.516120613,,0.676576018,0.595182002,0.094620191,0.688080549,0.351066113,0.88181752,0.494217128,0.248087943,0.150152221,,0.861925602,0.802751839,0.418276817,0.504607797,0.42530185,0.787405729,,0.668274701,0.572340488,,0.668590486,0.899624527,0.599443138,1,2,4,2,,2,2,1,2,4,0,0,1,1,1,0,1,0,1,1,1,1,0,,1,0,1,1,8
0.679925382,0.206588462,0.683453858,,0.68287009,0.302096903,0.562560439,0.39822647,0.674067438,,0.494130462,0.153239697,0.795623839,0.661191165,0.305578738,0.303676605,0.436760336,0.421162993,,0.478125453,0.487138867,0.121149376,1972.925415,0.654217422,0.735111892,0.453016847,0.845688879,3311.78833,0.35293141,0.531261861,,0.814373732,0.857144773,5527.541504,0.581783175,0.627265871,0.479786068,0.885889411,0.486393094,0.505928397,0.735737741,0.783430576,0.470009178,0.593967497,0.69761771,0.746252596,0.406654686,,0.726107478,0.6842888,0.646299422,0.504876912,0.103128016,0.319104165,0.661468446,0.838382781,2872.087646,0.630159974,0.30171752,0.361617237,0.676085591,0.28937602,0.63131845,,0.199002206,0.469340831,0.225423247,0.307404578,0.710824966,0.260747045,0.573920131,,0.443047792,,0.41267547,0.488013327,0.700649619,0.261572391,0.768030524,0.374563068,0.317484081,0.510425329,0.494428515,0.578696728,0.495117247,0.438688874,0.16244261,0.184425294,0.89635855,0.263128042,0.239376187,0.309687585,0.414819539,0.34645927,0.208177626,0.910290182,0.657040536,0.855238914,0.507860124,0.632037818,,2,2,2,0,4,3,,0,2,0,1,1,1,1,0,,1,1,1,0,1,0,0,1,0,1,0,0
0.742155194,0.453980893,0.951418638,0.909180522,0.590261221,0.027465843,0.593568027,0.200520933,0.798280299,0.848968804,0.733806431,0.278361678,0.891765833,,0.465673149,0.445643932,0.026425745,0.450645208,0.714495897,0.391710043,0.461524487,0.140721574,1950.047607,0.652922451,0.913514793,0.587124586,0.223387346,,0.093275033,0.663095355,0.094782986,,0.923328102,,0.111086592,0.301971644,,0.953164935,0.626584768,0.864366651,0.808219373,0.681024671,0.331879854,0.431030422,,0.916281104,0.042611122,,0.730843484,,0.440936208,0.634153187,0.517616212,,0.172117949,0.638289452,3749.529541,0.923347354,0.316713482,0.687823832,0.665713251,,0.386479646,0.068696715,0.486182898,0.44748348,0.514477909,0.747608721,0.657151222,0.654029012,0.823463023,0.650265574,0.845329642,0.652952373,0.778010726,0.472675174,0.17314741,0.566854,0.689181626,0.095608935,0.684075713,0.283319086,0.894416332,0.564231992,0.292549044,0.206361264,0.382530332,0.8190642,0.97020787,0.411238402,0.480747908,0.350671709,0.752080202,0.348685086,0.572780669,0.590398729,0.738967657,0.709343195,0.929783583,0.747553945,1,2,4,2,2,3,2,1,2,4,0,0,1,1,1,0,,0,1,1,1,1,0,0,1,0,1,1,8
0.71070528,0.492007703,0.839696765,0.888373494,0.523280025,0.06359598,0.633490205,,0.820754468,0.773149312,0.762451887,0.271728843,0.832825065,0.914204717,0.45361343,0.546078444,0.118248679,0.498356134,0.737395346,0.31007424,0.360911071,0.148408398,2121.654053,0.740508974,0.943401635,0.567642868,0.212169975,3999.516846,0.170075521,0.621202886,0.145985961,0.773182154,,1463.580688,0.142731354,0.2309964,0.69494611,0.885243535,,0.83021003,0.711266041,0.618648827,0.283230573,0.442969501,,0.934324384,0.092789754,0.815781415,0.640608549,0.120527133,0.402605265,0.615695298,0.539211869,0.432145685,0.198314771,,4291.954102,,0.417485595,0.700784683,0.5622527,0.629879057,0.454569608,0.063595928,0.538432062,0.481755108,,,0.656545281,0.76389873,0.746177912,0.598954856,0.882036269,0.694632232,0.723368168,,0.170688435,0.611270905,0.592930675,0.131884336,0.657279789,0.340639651,0.842624068,0.462980032,0.262548149,0.167298481,0.383243203,0.822883904,0.851718307,0.37808919,,,0.740733445,0.318863153,0.609105051,0.545634091,0.759761512,0.672659993,0.933536887,,1,2,4,2,2,2,2,1,2,4,,0,1,1,,0,1,0,1,1,1,1,0,0,1,0,1,1,8
0.414485604,0.432468802,0.658380091,0.498082101,0.499177009,0.606373668,0.820553958,0.877806246,0.62053448,0.28348884,0.691492319,0.837521911,0.750726819,0.133920819,0.632744789,,0.569446206,0.470441282,0.538513541,0.435060233,0.897636533,0.746850193,4859.487793,0.680171669,0.623528838,0.112011664,0.376281947,4903.865723,,0.331044406,0.258724421,0.702360094,0.531303823,5029.841309,,0.545157075,0.817495942,,,0.25038451,0.454556316,0.808627605,0.11873351,0.46723026,0.588656723,0.585529327,0.343573511,0.165829793,0.53815639,0.414682031,0.833307445,0.098143205,0.632773817,0.420215517,0.237500653,0.762503684,4508.516602,0.613907635,0.581041098,0.738310933,0.863437712,,0.684946418,0.919374526,0.114228196,0.217446938,0.735078752,0.441720963,0.815930903,0.172982693,0.58764863,0.446824253,0.163311049,0.529389918,0.112830944,0.601230085,0.563955367,,0.905354798,0.375454336,,0.572099566,0.740333617,0.516179979,0.341852546,,0.907378376,0.593119502,0.320955843,0.869866133,0.790743887,0.320116699,0.841683507,0.658519506,0.675307989,0.605794668,,0.539598227,0.508261919,0.231681585,2,3,,4,3,1,,2,4,0,1,0,1,0,0,0,1,1,1,,1,0,0,0,1,1,0,0,1
0.482665151,0.300255001,0.244504139,0.20444645,0.717544496,0.500574768,0.724842727,0.564738274,0.332485467,0.500512362,0.485283583,0.84662801,0.366339952,0.614975333,0.875712991,0.369197816,0.42778784,0.270747006,0.78565532,0.352977663,0.593286276,0.670812905,4700.169922,0.274130106,0.380185366,0.65499866,0.413591862,,0.364621431,,0.306794047,0.820499837,0.455792993,3282.15918,0.272780091,0.887757361,0.517193198,0.644207954,0.434908301,0.570384085,0.586458683,0.551201582,0.208218306,0.607577443,0.496629238,0.442382008,0.367142141,0.636626363,0.63417697,0.510466754,0.308067381,0.233265847,0.618470252,0.069594979,0.695650935,0.475269556,,0.667428613,0.604124188,,0.778595805,0.372539431,0.882738829,0.25053075,0.206058845,0.392956644,0.14864479,0.028274119,0.301161438,0.571117163,0.864824176,0.874538302,0.181472823,0.374264508,0.788540125,0.90734607,0.946070671,0.454642773,0.911882401,0.627024472,0.753690898,0.208942518,0.75151664,,0.569066226,0.552949488,0.56414777,0.549577653,0.82221669,0.592225969,0.505521178,0.392661273,,0.869429588,0.235580996,0.78265065,0.241256014,0.159538925,0.523404777,0.529228747,0,0,0,2,2,1,1,0,1,2,0,1,1,0,0,0,0,,0,1,0,,1,0,0,0,0,0,9
